@relation testKNN_predicted-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute feiji numeric
@attribute binqilin numeric
@attribute youxi numeric
@attribute leixing {largeDoses,smallDoses,didntLike}

@data
0.546722,0.398402,0.97113,largeDoses
0.788097,0.536664,0.226357,didntLike
0.145487,0.186657,0.942029,smallDoses
0.538078,0.336445,0.714236,largeDoses
0.845036,0.470192,0.621582,didntLike
0.410275,0.095174,0.222458,didntLike
0.68363,0.430477,0.285789,didntLike
0,0.084731,0.613044,smallDoses
0.169557,0.021926,0.483016,smallDoses
0.445093,0.478214,0.136041,largeDoses
0.402156,0.024896,0.870447,didntLike
0.313127,0.510447,0.844378,largeDoses
0.283348,0.211574,0.804248,didntLike
0.695584,0.575322,0.489899,didntLike
0.371895,0.50703,0.739336,largeDoses
0.329769,0.074986,0.403166,didntLike
0.150373,0.121678,0.013642,smallDoses
0.402835,0.490649,0.579237,largeDoses
0.70838,0.471634,0.403729,didntLike
0.163542,0.006822,0.033227,smallDoses
0.473645,0.471012,0.897256,largeDoses
0.724059,0.315335,0.975246,didntLike
0.216997,0.124396,0.779247,smallDoses
0.450089,0.49771,0.391305,largeDoses
0.112596,0.338608,0.366765,smallDoses
0.076846,0.099433,0.73968,smallDoses
0.189267,0.024993,0.956881,smallDoses
0.346214,0.495331,0.911064,largeDoses
0.656886,0.163149,0.610409,didntLike
0.462141,0.324893,0.655703,largeDoses
0.566904,0.19561,0.044057,didntLike
0.056906,0.132117,0.922571,smallDoses
0.3378,0.599801,0.82703,largeDoses
0.087386,0.27286,0.941355,smallDoses
0.159982,0.217886,0.221116,smallDoses
0.455458,0.556533,0.258149,largeDoses
0.602895,0.154041,0.070967,didntLike
0.063951,0.226401,0.016947,smallDoses
0.436142,0.518158,0.49291,largeDoses
0.229465,0.200522,0.138298,smallDoses
0.242635,0.713993,0.523753,largeDoses
0.46201,0.15826,0.897506,didntLike
0.076803,0.142066,0.019574,smallDoses
0.04171,0.442732,0.316728,smallDoses
0.320369,0.37247,0.655268,largeDoses
0.577345,0.07077,0.606479,didntLike
0.466129,0.175784,0.143423,didntLike
0.267735,0.105308,0.808118,didntLike
0.175704,0.277099,0.551675,smallDoses
0.093051,0.146435,0.084358,smallDoses
0.745894,0.536971,0.28998,didntLike
0.646588,0.093959,0.00268,didntLike
0.129392,0.411902,0.080421,smallDoses
0.75192,0.315975,0.638795,didntLike
0.083584,0.081869,0.640443,smallDoses
0.788755,0.483641,0.766167,didntLike
0.14679,0,0.650996,smallDoses
0.2875,0.46965,0.794202,largeDoses
0.122271,0.079022,0.578267,smallDoses
0.840347,0.868996,0.869068,didntLike
0.352503,0.324156,0.521839,largeDoses
0.493498,0.392304,0.913658,largeDoses
0.462053,0.481939,0.811863,largeDoses
0.76475,0.300618,0.065891,didntLike
0.457277,0.176676,0.910333,didntLike
0.514709,0.321528,0.630458,largeDoses
0.868461,0.62,0.924872,didntLike
0.050563,0.127221,0.903454,smallDoses
0.360534,0.338097,0.658791,largeDoses
0.410242,0.436121,0.777775,largeDoses
0.006234,0.17897,0.612851,smallDoses
0.09557,0.11192,0.128783,smallDoses
0.066,0.025905,0.348917,smallDoses
0.57248,0.110464,0.847279,didntLike
0.091571,0.297648,0.84171,smallDoses
0.286678,0.347902,0.288071,largeDoses
0.202371,0,0.229174,smallDoses
0.037097,0.34505,0.647838,smallDoses
0.455162,0.41957,0.655296,largeDoses
0.11482,0.134489,0.482933,smallDoses
0.064576,0.108453,0.832747,smallDoses
0.079684,0.300374,0.33649,smallDoses
0.244015,0.35948,0.959484,largeDoses
0.343683,0.561166,0.015334,largeDoses
0.117318,0.179111,0.517124,smallDoses
0.759962,0.577926,0.307181,didntLike
0.413704,0.58847,0.152378,largeDoses
0.142474,0,0.395547,smallDoses
0.415073,0.130444,0.194968,didntLike
0.5758,0.516954,0.35795,largeDoses
0.427257,0.581771,0.497562,largeDoses
0.763621,0.3202,0.141014,didntLike
0.129096,0.173651,0.969288,smallDoses
0.521907,0.480894,0.525983,largeDoses
0.172494,0.090236,0.445599,smallDoses
0.756609,0.393374,0.114928,didntLike
0.362177,0.373677,0.28031,largeDoses
0.314233,0.586884,0.044648,largeDoses
0.372969,0.480672,0.657842,largeDoses
0.327895,0.171898,0.876316,didntLike
0.106647,0.131722,0.837778,smallDoses
0.080462,0.371952,0.302115,smallDoses
0.080933,0.004479,0.230575,smallDoses
0.372038,0.405441,0.306264,largeDoses
0.10886,0.184785,0.064276,smallDoses
0.395451,0.462907,0.459659,largeDoses
0.436438,0.507533,0.801963,largeDoses
0.706518,0.344333,0.958241,didntLike
0,0.363368,0.716759,smallDoses
0.433195,0.06626,0.835663,didntLike
0.733755,0.436402,0.349945,didntLike
0.16466,0.065176,0.365734,smallDoses
0.492029,0.152079,0.211391,didntLike
0.418338,0.638902,0.127396,largeDoses
0.409453,0.20114,0.760529,didntLike
0,0.195436,0.51283,smallDoses
0.194866,0.159057,0.673616,smallDoses
0.427892,0.062302,0.72859,didntLike
0.40587,0.382387,0.932863,largeDoses
0.070503,0.106002,0.509561,smallDoses
0.791746,0.370557,0.112901,didntLike
0.308437,0.676374,0.938629,largeDoses
0.284104,0.419025,0.089504,largeDoses
0.082587,0.162959,0.108442,smallDoses
0.014407,0.059802,0.06562,smallDoses
0.134673,0.294494,0.906542,smallDoses
0.539568,0.049454,0.934869,didntLike
0.098879,0,0.609952,smallDoses
